147|12|2|下列哪一典故与《庄子》无关（）。|鹏程万里|苞丁解牛|庄生梦蝶|刻舟求剑|D|“刻舟求剑”典出《吕氏春秋》记述的一则寓言，说的是楚国有人坐船渡河时，不慎把剑掉入江中，他在舟上刻下记号，说：“这是我把剑掉下的地方。”当舟停驶时，他才沿着记号跳入河中找剑，遍寻不获。故答案为D。|||||||常识判断|未完成||单选||0
148|13|2|根据《中华人民共和国刑法修正案（八）》，下列说法正确的是（）。|社区矫正不适用犯罪分子|给予外国政府官员财物可能构成犯罪|行贿人主动交代行贿行为的，应当减免处罚|审判的时候已满七十五周岁的人不应判处死刑|B|《中华人民共和国刑法修正案(八)》第二十九项，将刑法第一百六十四条修改为：“为谋取不正当利益，给予公司、企业或者其他单位的工作人员以财物，数额较大的，处三年以下有期徒刑或者拘役;数额巨大的，处三年以上十年以下有期徒刑，并处罚金。”“为谋取不正当商业利益，给予外国公职人员或者国际公共组织官员以财物的，依照前款的规定处罚。”“单位犯前两款罪的，对单位判处罚金，并对其直接负责的主管人员和其他直接责任人员，依照第一款的规定处罚。”“行贿人在被追诉前主动交待行贿行为的，可以减轻处罚或者免除处罚。”故答案为B。|||||||常识判断|未完成||单选||0
149|14|2|下列说法中正确的一项是（）。|日光灯通过电流加热钨丝产生热量，继而产生光辐射来发光|数码相机利用电子传感器技术，与普通相同记录图像的原理基本相同|等离子电视显示采用荧光粉显示屏幕，因而明亮度高于液晶电视|激光打印机是把射到感光器的图像传印到打印板（或复印纸）上，其原理与复印机不同|C|A项，通过电流加热钨丝产生热量继而产生光辐射来发光是白炽灯，不是日光灯，错误;B项，数码相机是一种利用电子传感器把光学影像转换成电子数据的照相机。数码相机与普通照相机在胶卷上靠溴化银的化学变化来记录图像的原理不同，数码相机的传感器是一种光感应式的电荷耦合或互补金属氧化物半导体，错误;C项，等离子电视，它是在两张超薄的玻璃板之间注入混合气体，并施加电压利用荧光粉发光成像的设备，与LCD相比，具有亮度高，对比度高，可视角度大，颜色鲜艳和接口丰富等特点，正确;D项，激光打印机和复印机的原理是相同的，错误。故答案为C。|||||||常识判断|未完成||单选||0
150|15|2|下列表述不正确的是（）。|自然界中的金属在常温下一般呈固态|惰性气体不与其他物质发生化学反应 |天然气是一种无色无味无毒的气体燃料|铜是铁和碳按照一定比例加工而成的合金|B|稀有气体的化学性质很不活泼，所以过去人们曾认为他们与其他元素之间不会发生化学反应，称之为“惰性气体”。然而正是这种绝对的概念束缚了人们的思想，阻碍了对稀有气体化合物的研究。1962年，在加拿大工作的26岁的英国青年化学家N.Bartlett合成了第一个稀有气体化合物Xe[PtF6]，引起了化学界的很大兴趣和重视。许多化学家竞相开展这方面的工作，先后陆续合成了多种“稀有气体化合物”，促进了稀有气体化学的发展。而“惰性气体”一名也不再符合事实，因此改称稀有气体。故答案为B。|||||||常识判断|未完成||单选||0
151|16|2|作家肖伯纳说“人生有两大悲剧，一是没得到你心爱的东西，另一是得到了你心爱的东西”；学者周国平则说“人生有两大快乐，一是没有得到你心爱的东西，于是你可以去寻求和创造，另一是得到了你心爱的东西，于是你可去品味和体验”。从哲学角度看，两个观点存在差异的主要原因是（）。|追求真理是一个永无止境的认识过程|价值判断和价值选择具有社会历史性特征|人们的认识结果是由客观对主体的作用决定的|意识对于客观事物的反映是主动的、有选择的|D|意识活动具有主动创造性和自觉选择性。意识对客观世界的反映是主动的、有选择的，并不是客观世界有什么就反映什么，只有当人们的实践活动需要时，人们才会去主动地反映它。从哲学角度来看，肖伯纳和周国平观点不同的主要原因是意识活动具有主动创造性和自觉选择性。故答案为D。|||||||常识判断|未完成||单选||0
152|17|2|世界大河中，与长江流向大致相同的是（）。|尼罗河|印度河|亚马逊河|伏尔加河|C|尼罗河是自南向北流;印度河是自北向南流;亚马逊河和长江都是自西向东流。故答案为C。|||||||常识判断|未完成||单选||0
153|18|2|下列音乐作品与创作作者对应不正确的是（）。|《蓝色多瑙河》——巴赫|《安魂曲》——莫扎特 |《天鹅湖》——柴可夫斯基|《命运交响曲》——贝多芬 |A|蓝色多瑙河圆舞曲是奥地利作曲家小约翰.施特劳斯最富盛名的圆舞曲作品。被誉为“奥地利第二国歌”。|||||||常识判断|未完成||单选||0
154|19|2|海欧是最常见的海鸟，被称为海上航行安全的“预报员”，下列对海欧“预报员”称号的解释不符合事实的是（）。|如果海欧贴近海面飞行，那么未来的天气将是睛好的|海欧常落在浅滩、岩石或暗礁周围、航海者可据此判断附近是否有暗礁|海欧有沿港口出入飞行的习性，迷失方向时可观察海欧的飞行方向寻找港口|如果海欧离开水面高高飞翔，成群结队地从海边飞向大海远处，则显示着暴风雨即将来临|D|海鸥常着落在浅滩、岩石或暗礁周围，群飞鸣噪，这对航海者无疑是发出提防撞礁的信号;同时它还有沿港口出入飞行的习性，每当航行迷途或大雾弥漫时，观察海鸥飞行方向，亦可作为寻找港口的依据。此外，如果海鸥贴近海面飞行，那么未来的天气将是晴好的;如果它们沿着海边徘徊，那么天气将会逐渐变坏。如果海鸥离开水面，高高飞翔，成群结队地从大海远处飞向海边，或者成群的海鸥聚集在沙滩上或岩石缝里，则预示着暴风雨即将来临。故答案为D。|||||||常识判断|未完成||单选||0
155|20|2|人受伤后，如果伤口范围较大或损伤较严重，那么伤口在康复的过程中，尤其是最后结痂时，会有很痒的感觉。生产痒的感觉的原因是（）。|伤口在愈合时，刺激了毛细血管的修复，旧组织被分解吸收，从而产生痒的感觉|伤口在愈合的过程中，快速生长的新生组织会刺激挤在一起的新生神经，产生痒的感觉|伤口在愈合时，人体的免疫细胞会清除伤口中的细菌、细菌尸体刺激伤口从而产生痒的感觉|伤口在愈合的过程中，新组织的生长和旧组织的脱落会摩擦皮肤、从而在伤口周围产生痒的感觉|B|伤口的愈合过程可分三个阶段：第一个阶段就是凝血止血的过程;第二个阶段是白细胞聚集在伤口，这对抵抗感染有非常重要的作用;第三个阶段就是增生阶段，其间有新的血管和神经形成，以及新鲜肉芽组织生长。伤口瘙痒发生在增生阶段，此时新的血管和神经等都在积极修复伤口，这些组织挤在一起，特别密集，新生的神经容易受到刺激。同时，新生的神经，其末梢神经非常敏感，因此病人会产生瘙痒的感觉。故答案为B。|||||||常识判断|未完成||单选||0
156|21|2|匾额是中国古建筑的重要组成部分，显示建筑物的性质，下列匾额与建筑物对应正确的一组是（）。|明镜高悬——贡院|万世师表——关帝庙|还我河山——武候祠|正大光明——乾清宫|D|A项，传统中国衙门的公堂之上普遍悬挂“明镜高悬”的匾额，错误;B项，清朝时，康熙皇帝亲自写了隶书的匾额“万世师表”下诏挂在孔庙大成殿梁上，错误;C项，“还我河山”是岳飞庙(俗称岳王庙)的匾额，错误。故答案为D。|||||||常识判断|未完成||单选||0
157|22|2|现代生活中，手机的普及和应用给人们的生活带来了极大的便利，但在现实生活中，使用手机时也需要注意安全。以下安全问题不是由于手机无线通讯引起的是（）。|在加油站不能打手机|坐飞机时不能打手机|驾驶机动车时不能打手机|在使用医疗器械的病区不能打手机|C|驾驶机动车时不宜打手机，是因为打手机会让驾驶员注意力有所分散，容易导致交通事故的发生。故答案为C。|||||||常识判断|未完成||单选||0
158|23|2|冰是水在低温条件下的一种形态，然后生活中发现，在我国北方的冬季，河流往往是表面结冰而深层依然是流动的水。对于此种现象，原因是（）。|水固化成冰时会释放出热量|表面冰层具有隔热保温作用|水在0℃左右具有热缩冷涨的性质|气温尚未低到使河流整体冰冻的程度|B|由于冰是热的不良导体，所以冰的下表面依然保持零摄氏度，冰面下的水不结冰，依然流动，越往上温度越低。故答案为B。|||||||常识判断|未完成||单选||0
159|24|2|2011年3月，日本强地震造成核泄漏。为降低和防止核泄漏造成的危害，发生核泄漏时。下列做法中不正确的是（）。|离开核泄漏地区后，要换衣服和鞋子并将其放在塑料袋中|食品不暴露在空气中，而是放在密闭的容器内或冰箱里保存 |进入被放射物质污染的地区时，使用手帕、毛巾等捂住口鼻|将从核泄露国家回来的人员隔离，避免他人受到放射性元素的伤害|D|对于从核泄漏国家回来的人没必要进行隔离，首先进行核检测，然后对人员及所带物品进行处理就可以。故答案为D。|||||||常识判断|未完成||单选||0
160|25|2|在超市里常常看到牛奶装在方形的容器中出售，而碳酸饮料则常装在圆形的容器中出售。下列关于此现象的原因解释不合理的是（）。|视觉上圆形比方形更柔和舒缓，吸引更多的顾客购买|圆柱形易拉罐下底可做成半球形凹槽以承受更大的压力|牛奶通常需要存放在冷藏柜中，立方体容器更节约空间|碳酸饮料通常直接用包装罐饮用，圆柱体拿在手里更舒服|A|碳酸饮料里压入了气体二氧化碳，只有圆形的瓶子才不怕被撑得变形。半球形凹槽的底部设计也是为了承受更大的压力。另外碳酸饮料一般都是直接饮用的，圆柱形拿起来更舒服一些。牛奶的保质期很短，而且要求低温保存，需要存放在冷藏柜里，牛奶装方形也是为节约空间而设计的。圆形比方形视觉上更舒服不是此现象的原因，两类产品也都希望能吸引更多额消费者。故答案为A。|||||||常识判断|未完成||单选||0
161|26|2|怀特海说：科学研究的概率是999个想法会没有任何结果，可是，第1000个想法也许会改变世界。可见，好想法的产生不是______的。填入划横线部分最恰当的一项是（ ）。|随心所欲|轻而轻举|一蹶而就|信手拈来|C|题干要强调好想法不是一下子就能产生的。“一蹴而就”指“踏一步就成功，比喻事情轻而易举，一下子就成功”，最合题意。故选C。|||||||言语理解与表达|未完成||单选||0
162|27|2|很多人认为动力是一块馅饼，会从天而降，幸运地砸在自己头上，他们意识到自己缺少动力，却还在______，期望动力哪天能无缘由地突然掸到自己身上。填入划横线部分最恰当的一项是（）。|望眼欲穿|翘着以盼|浮想联翩|守株待免|D|由题干中“幸运地砸在自己头上”“无缘由地突然掉到自己身上”可知，有些人只想不劳而获地获得动力。“守株待兔”原比喻希图不经过努力而得到成功的侥幸心理。现也比喻死守狭隘经验，不知变通。本题用其原义。故选D。|||||||言语理解与表达|未完成||单选||0
163|28|2|语言在代代相传的过程中会发生改变。在人口众多的族群中，语言倾向于保持______，原因很简单，因为有更多的人能记住上一辈说话的方式，然而在规模较小的族群中，语言有可能更快地发生变化，在世代交替中有些将会______ 。依次填入划横线部分最恰当的一项是（）。|稳定 流失|传统 异化|活力 消亡|原貌 式微|A|由“在规模较小的族群中，语言有可能更快地发生变化”可知，第一个空应填“变化”的反义词，故排除B、C项;由“更快地发生变化”可知，“有些音素”会消失，而不仅仅是减弱。故选A|||||||言语理解与表达|未完成||单选||0
164|29|2|一个民族的文化与精神的健康发展，最重要的标志就是敢于并善于______所有优秀的文化，如我们常常讲，大唐时代长安流行胡乐，并没有使我们的文化出现______。依次填入划横线部分最恰当的一项是（ ）。|吸收 断裂|接纳 蜕变|借鉴 浮躁|融合 停滞|B|由“大唐时代长安流行胡乐”可知，题干强调的是民族文化与外来文化的关系，“融合”常指几种事物间的交融汇合，用在这里不合适，“借鉴”常用于经验，故排除C、D项;A项“断裂”表达的含义过重。故选B。|||||||言语理解与表达|未完成||单选||0
165|30|2|持之以恒的精神固然可贵，但如果我们所坚持，所固守的是______甚至错误的，那坚持到底的结果只能是一错再错，人生允许______，敢于放弃不切实际的理想，也是一种生存智慧。依次填入划横线部分最恰当的一项是（ ）。|消极 无功而返|盲目 知错就改|反面 偃旗息鼓|偏颇 改弦易辙|D|第一空应填比“错误”语义稍轻的词语，但也要表示非正确的含义，“消极”多与“积极”相对应，“反面”多与“正面”相对应，故排除;“知错就改”语义过重，“不切实际的理想”不足以称为错误。故选D。|||||||言语理解与表达|未完成||单选||0
166|31|2|不管是无意还是有意，总有些______的“史实”并不真实，又或者，有些历史真相看起来无可置疑，但在它们背后，却隐藏着另一层真相。当我们试图从历史中汲取前人经验，为未来提供借鉴时，却发现历史并非全部都是真相，而是被______过的。依次填入划横线部分最恰当的一项是（）。|盖棺定论 增添|言之凿凿 加减|铁证如山 修饰|无可厚非 纂改|B|第一个空应填表示“真实”的词语，“盖棺定论”表示人的是非功过到死后才能做出结论，“无可厚非”表示没有可过分责难的，都与“真实”不尽相同;“铁证如山”强调证据，也与题干不吻合。故选B。|||||||言语理解与表达|未完成||单选||0
167|32|2|徐霞客的山水之志来源于父亲的榜样、游记书籍的熏陶和母亲的支持，大概因为读书有偏好，霞客十来岁时应童子试不成，索性改志投奔山水之间，到此时，霞客的所为并不______，古代这样的人很多，但他从此以后______，纯粹一生，别无他顾，这就难得了。依次填入划横线部分最恰当的一项是（ ）。|出格 专心致志|独特 坚韧不拔|新鲜 矢志不渝|另类 持之以恒|C|由题干“纯粹一生，别无他顾”可知，第二个空应填表示志向坚定不变的词语，“专心致志”多形容学习、办事等，“持之以恒”指面对任何事情恒心对待，“坚忍不拔”形容在艰苦困难的情况下意志坚定，毫不动摇。以上三个词语都不如“矢志不渝”更合适。且由“这就难得了”可知，第一个空应填与“难得”语义轻重程度相近的词语，“出格”“独特”“另类”都含有与众不同的含义，语义稍重，故应选“新鲜”。故选C。|||||||言语理解与表达|未完成||单选||0
168|33|2|现在一些谈中国科技落后的文章，经常以晚清保守派把西方科技作为“奇技淫技”的例子来说明中国封建社会______科学技术。这只是一种______的说法。实际中国传统上并不排斥科学技术，中国早期学者对此前影响生产力变化和社会变迁的重大发明创造都是相当着重的，并对它们给予了没有任何神秘色彩的记述和肯定。依次填入划横线部分最恰当的一项是（）。|排斥 以点带面|抵制 断章取义|鄙夷 信口开河|轻视 以偏概全|B|由后文“实际中国传统上并不排斥科学技术”可知，第一个空应填与“排斥”类似的词语，排除C、D项;“以点带面”不符合第二个空的语境。故选B。|||||||言语理解与表达|未完成||单选||0
169|34|2|网络由于飞速发展在整个社会活动中发挥着日益巨大的作用，由于______的加强，信息交流加快，生产和工作效率都大为提高，同时，也可能______各种社会问题，如计算机犯罪、个人信息被泄露等。依次填入划横线部分最恰当的一项是（ ）。|关联 催生|联系 引发|互动 暴露|交往 带来|B|“互动”和“交往”的主体一般是人，“社会问题”一般搭配“引发”。故选B。|||||||言语理解与表达|未完成||单选||0
170|35|2|近几年，越来越多的慈善家从组织直接捐助变到希望通过基金会来发挥杠杆交用，______社会的慈善家资源。基金会的兴起最重要的意义就是让整个公益界开始形成行业，可以吸引人才，加强管理，使中国的慈善公益组织走上______化道路。依次填入划横线部分最恰当的一项是（）。|撬动 专业|整合 职业|挖据 科学|吸引 正规|A|由“杠杆作用”可知，第一空填“撬动”最合适。故选A。|||||||言语理解与表达|未完成||单选||0
171|36|2|微博实时，便捷，与旅游“在路上”的状态______。微博提供“社会加媒体”平台，用户乐于在此交流信息，分享感受，也容易接受他人的推荐。旅游属于体验型服务，即时消费型产品，人们在消费前往往会______别人的评价，两者再次找到契合点。依次填入划横线部分最恰当的一项是（）。|一拍即合 搜索|殊途同归 借鉴|不谋而合 参考|相辅相成 听取|C|第一个空应填表示状态或行为相似的词语。“一拍即合”比喻因情意相投或有利害关系，一下子就说到一起或结合在一起，或比喻两人意见容易一致;“相辅相成”指两件事物互相配合，互相辅助，缺一不可;“殊途同归”比喻采取不同的方法而得到相同的结果。三项都与第一个空应填词语的含义不同。故选C。|||||||言语理解与表达|未完成||单选||0
172|37|2|春天，雌蛾会发出一种气味，能将远在几百米外活动的雄蛾吸引过来。科学家们析取了这一气味物质，用此来______雄蛾对雌蛾的追踪，并诱使它们飞进所设的捕网。这是一种______害虫的有效的新方法。依次填入划横线部分最恰当的一项是（ ）。|监测 控制|阻止 防治|促成 捕捉|扰乱 消灭|D|科学家的新方法是要利用气味物质影响雄蛾对雌蛾的追踪，诱使其飞入捕网，故第一个空应填“扰乱”，“检测”和“促成”明显错误，“阻止”语义过重。故选D。|||||||言语理解与表达|未完成||单选||0
173|38|2|借助于影视改编的力量，谍战小说近几年在市场上______，屡屡成为人们茶余饭后的谈资，也渐次进入文学研究的视野。而谍战小说家屡获文学大奖，更______着“谍战小说热”所传递的某种文化诉求已经参与了当下文化空间的书写。依次填入划横线部分最恰当的一项是（）。|风生水起 象征|方兴未艾 预示|炙手可热 说明|声名鹊起 透露|A|第一个空应填表示事物发展的较快或较好的词语。“风生水起”指比喻事情做的特别好，一定的时间里就发展的特别快;“方兴未艾”指事物正在发展，尚未达到止境;“炙手可热”比喻权势大，气焰盛，使人不敢接近;“声名鹊起”形容知名度迅速提高。四选项中，只有“风生水起”最适合第一个空。故选A。|||||||言语理解与表达|未完成||单选||0
174|39|2|中国武术传播的不应仅仅是其技术体系，而更应是文化，是理念，是那种重德行，重关系以及重人际信任的理念。参与其中的行动主体更应该获得的是亲密关系，高度信任。遵从规范和精神气质的______，而绝非是仅仅获取______的技术。依次填入划横线部分最恰当的一项是（ ）。|净化 战无不胜|陶冶 匹夫之勇|培养 炉火纯青|涵养 好勇斗狠|B|“净化”多用于心灵，“陶冶”多用于情操，故第一个空排除A、C项;第二个空应填与“亲密关系，高度信任，遵从规范……”相对的稍含贬义的词语。故选B。|||||||言语理解与表达|未完成||单选||0
175|40|2|国际金融实践领域出现的新情况，______了人们对国际金融理论与政策变革的需求，随着国际金融危机的全面爆发，各国之间经济金融政策相互协调的重要性再次______，学术界和政府部门对各国政策协调配合的______也更为激烈。依次填入划横线部分最恰当的一项是（）。|激发 明晰 反响|强化 浮现 争议|刺激 彰显 讨论|推动 凸显 谈判|B|第二个空“重要性”一般不用“明晰”，“浮现”语义稍轻，故排除A、B项;由“学术界和政府部门”可知，第三个空不应用“谈判”。故选C。|||||||言语理解与表达|未完成||单选||0
176|41|2|说话不仅是一种生理功能，更是一种能力，会说话的人，纵然______，滔滔不绝，听者也不以为苦，纵然______，一字千金，也能绕梁三日、成功人士大多是成功的说话者，毫不万张地说，其成功至少有一半是苦舌头______的。依次填入划横线部分最恰当的一项是（）。|能言善辩 讷口少言 实现|绘声绘色 不露声色 完成|口若悬河 片言只语 创造|侃侃而谈 缄口不言 获取|C|第一个空应填与“滔滔不绝”意思相近的词。“能言善辩”指口才好，善于辩论;“绘声绘色”指描述的生动逼真;“口若悬河”指说话像瀑布往下流一样，滔滔不绝;“侃侃而谈”指从容不迫、理直气壮的谈论。故第一个空选填“口若悬河”。第二个空填与“一字千金”意思相近的词。“讷口少言”指不善言谈，说话不多;“不露声色”指不动声色;“片言只语”指零星的语句，片段的话语;“缄口不言”指闭着嘴，不说话。故选“片语只言”。故选C。|||||||言语理解与表达|未完成||单选||0
177|42|2|从长远来看，要维持一个城市的活力和繁荣，就必须注重提高普通市民的生活质量，这最终决定了一个城市真正的______，决定了一个城市是不是______长期居住，是不是值得在闲暇之时走进______，去发现和体验每个人各具特色的生活状态。依次填入划横线部分最恰当的一项是（）。|内涵 值得 千家万户|品位 适宜 大街小巷|地位 方便 街头巷尾|价值 能够 寻常巷陌|B|由“必须注重提高普通市民的生活质量”可知，第一个空应填与“生活质量”相关的词，四个词中，只有“品位”一词含有“品质、水平”之意，与“质量”相关。故选B。|||||||言语理解与表达|未完成||单选||0
178|43|2|生物分子计算机是一种用生物分子元件组装成的纳米级计算机，将其植入人体能自动扫描身体信号、______生理指标、______疾病并控制释放等。但研究人员指出，要实现这一______还要克服很多障碍。依次填入划横线部分最恰当的一项是（ ）。|监测 判断 目标|记录 查找 理想|显示 冶疗 技术|检测 诊断 愿景|D|“疾病”通常只能搭配“治疗”和“诊断”，排除A、B，通过“并控制药物释放”可知，强调的是一个诊断、治疗疾病的过程，故需先“诊断”疾病。故选D。|||||||言语理解与表达|未完成||单选||0
179|44|2|唐朝中期以来，帝国再次陷入激烈的持续动荡，农民起义和藩镇割据成为唐帝国后叶的______。最终，中国进入了50余年的五代十国大分裂时期，看起来，黄河文明似乎已经______。但是，为什么中国的文明没像古埃 及和古巴比伦那样彻底衰亡，而是______，一直延续至今呢？依次填入划横线部分最恰当的一项是（ ）。|主题 危在旦夕 薪尽火传|主线 岌岌可危 柳暗花明|主调 危机四伏 重振旗鼓|主流 危如累卵 涅磐重生|A|“主线”指主要线索，“主流”指事物发展的主要方面，都含有“链条”“发展”的含义，与历史事件搭配不合适，故排除B、D项;由“延续至今”可知，第三个空应选“薪尽火传”。故选A。|||||||言语理解与表达|未完成||单选||0
180|45|2|人就是一棵树。当我们有所失的时候，必须去______，你会发现生命中那些曾以为不可或缺的东西，就像树的须根，一旦______，同样也能顽强地活下去，这就是生命力。当人被迫面临一个新的环境，或是一种完全不同的生命状态时，曾经的成就与辉煌，就像那华丽的树冠，只会成为生命的______。依次填入划横线部分最恰当的一项是（）。|适应 失去 负担|争取 干枯 象征|承受 萎缩 点缀|挽救 暴露 印记|A|由第一个空后面的“那些曾以为不可或缺的东西”可知，我们所失去的东西，未必是必不可少的，故“争取”和“挽救”不合适，排除B、D两项。题干最后一句强调的是“曾经的成就与辉煌”在“新的环境”或“完全不同的生命状态”下，不再有助于发展，故应填含有负面含义的“负担”。故选A。|||||||言语理解与表达|未完成||单选||0
181|46|2|蒙田说：“初学者的无知在于来学，而学者的无知在于学后。”意思是说，第一种无知是连字都不识，当然谈不上有学问；第二种无知却是错读了许多书，反而变得无知。“初学者”的无知容易辨别、也容易避免：但是“读书读得越多越好”的错误观点似乎更能迷惑人，因此有必要审慎选择阅读的书目，以免读得越多就偏离得越远。根据这段文字，“初学者的无知”和“学者的无知”（）。|都是缺乏正确引导造成的|既容易区分又经常被混淆 |都是求知过程中难以避免的|是两种不同学习经历的反映|D|“初学者的无知”反映的是刚开始学习时的无知，“学者的无知”反映的是错读了许多书后的无知，两者处于不同学习经历。故选D。A项从文段中推不出;文段已表明，“初学者”的无知容易辨别，故B项错误;C项过于绝对。故选D。|||||||言语理解与表达|未完成||单选||0
182|47|2|在古代，每逼战乱，手艺人都会成为战争双方争夺的对象，这是因为手艺人掌握着传统社会中最重要的技术，他们代表着当时最先进的社会生产力。如今，尽管现代科学技术取代了手工技能，成为当今时代最强大的生产力，但传统工艺完全可以借助现代科技而提升，继续服务于大众。这段文意在说明（）。|与现代科技联姻是传统工艺发展的有效途径|任何时代，社会发展的第一要素是社会生产力|现代科技的进步对传统手工艺产生的深远影响|现代科技可以解决制约着生产的传统工艺难题|A|“传统工艺完全可以借助现代科技而提升，继续服务于大众”为文段的关键句，由此可知，文段意在表明，与现代科技联姻是传统工艺发展的有效途径。故选A。|||||||言语理解与表达|未完成||单选||0
183|48|2|目前我国气象卫星的技术能力，只能在太空给大气“拍照”，呈现出的是平面的图像，对大气的立体探测能力尚不足。随看卫星更新换代、新科技的研发，今后可以给大气做“CT”，比如能监测出云层的厚度、温度及湿度的分布、台风的热力学结构，这将提高天气预报的准确率，提升我国应对气候变化的能力。目前我国的气象卫星在规模、核心技术方面和美国等发达国家相比还存在一些差距，再经过十年的发展，有望赶上国际先进水平，甚至在部分领域取得领先，可能从一个“气象卫星大国”变成“气象卫星强国”。根据这段文字，以下说法正确的是（）|现阶段欧美国家的天气预报准确率略高于中国|我国和发达国家的气象卫星技术水平相差十年|我国气象卫星未来将能够实现大气的立体探测|目前我国气象卫星技术在某些领域处于世界领先地位|C|文段只提到未来我国气象卫星将提高天气预报的准确率，但不能推出现阶段欧美国家天气预报准确率高于我国，故排除A项;文段提到“再经过十年的发展”，我国有望赶上国际先进水平，“经过十年发展”与“相差十年”是不同概念，B项偷换概念，排除;文段指出，经过十年的发展，我国有望“在部分领域取得领先”，D项偷换为“目前”，排除。故选C。|||||||言语理解与表达|未完成||单选||0
184|49|2|苏州曾经是经济兴盛、文化发达、人才荟萃之地。明末清初以后，苏州士绅除少数人发生身份和观念转化外，多数人的传统观念仍根深蒂固。而作为社会主流的士绅观念和意识往往通过各种渠道浸润展延，严重影响一般民众，正因如此。晚靖苏州民风靡弱闲散，生活节奏缓慢，缺乏早期现代化必需的紧迫感与开拓精神。清末及民国初期，苏州人很少愿意将资本投入到现代实业中，以至于苏州钱庄吸收的存款在当地难以消纳，不得不转向外埠寻求出路。这段文字主要介绍了（）。|清末苏州资金消纳的途径与方式|苏州民众在士绅观念影响下的转变|民国初期苏州实业发展衰落的原因|士绅观念制约了近代苏州的现代化进程|D|整个段落的主题词为士绅观念，全段围绕士绅观念的影响展开，正因如此之后所论述的，就是这种影响的表现。|||||||言语理解与表达|未完成||单选||0
185|50|2|人口的激增，让地球的粮食供应面临严峻的考验，有科学家预计，到2050年，需要增加70％的耕地，人类才能养活自己。但地球上根本没有这么多可增加的耕地。于是，科学家转向海洋求助：在远离海岸的开阔海域中养鱼，可以给人类提供足够的营养。我们可以大胆地预计，人类食物的蓝色革命即将拉开序幕。根据这段文字，“人类食物的蓝色革命”是指（）。|对海洋产品进行深度加工，提高其利用率|海水养殖业将逐渐取代传统农业的主导地位|加大深海养殖的力度，弥补近海养殖的不足|海洋鱼类资源将在人类食物结构中占较大比重|D|由文段来看，“人类食物的蓝色革命”与前文所述“在远离海岸的开阔海域中养鱼，可以给人类提供足够的营养”有着密切的联系，选项中与此相关的只有D项。A、B、C项中的“深度加工”“取代……主导地位”“近海养殖”文段中未涉及。故选D。|||||||言语理解与表达|未完成||单选||0
186|51|2|瓦特发明的蒸汽机将人类带入工业社会，从此，以消耗自然资源为基础的社会经济发展模式向各领域逐渐渗透，开始主导人类社会的方方面面。这种模式如同做蛋糕一样，被做得越来越大，已经不只局限在“突飞猛进”的工业生产领域，在城市规划与建设等领域更为突出。这种模式的确为社会创造出了巨大财富，人们也从中或多或少得到了实惠，但其弊端正在逐渐显现。根据这段文字，可以看出作者的意图是（）。|倡导转变社会经济发展模式|批判工业社会的经济增长方式|揭示工业社会经济发展模式的实质|呼呼人们降低对自然资源的消耗水平|A|文段围绕消耗自然资源为基础的经济发展模式展开说明，指出了这种模式为社会创造巨大财富，让人们获得实惠。“但”转折词的出现，将文段重点转向这种模式的弊端，因为有弊端，所以倡导转变模式。|||||||言语理解与表达|未完成||单选||0
187|52|2|在任何一个历史时代和艺术潮流中，丧失民族特性的艺术家和作品都会成为外来艺术的附庸和追随者。这不但使民族又化处于被改造的弱势地位，还会让艺术家丧失民族自信心，这样的创作无疑也是缺乏活力的。近些年，当代绘画的活跃和繁荣，不仅仅得益于艺术家日益扩大的视野和活跃的创作思想，更得益于中国艺术家对于本民族文化的尊重和挖掘。这段文字意在说明（）。|艺术创作离不开民族特性|艺术家应该保持民族自信心|绘画的繁荣得益于本土文化元素的挖掘|民族文化对绘画艺术的发展产生深刻影响|A|主题词秒杀法。从结构上分析，文段属于总分结构，文段首句指出民族特性对于艺术家和作品的重要性，之后从丧失民族特性的消极影响以及绘画活跃繁荣的原因等角度证明了这样的一个观点。|||||||言语理解与表达|未完成||单选||0
188|53|2|审计部门的审计，只是对相关单位的财政资金使用起到一个监督的作用，但是问责的权力并不在审计部门，他们的职责是发现问题，然后把问题移交给司法等相关部门去查处。这也就意味着，如果没有了其他部门依法依规的后续处理，那么审计部门所做的工作就会付诸东流。公众呼吁“审计清单之外还应该有一个问责清单”，原因正在于此。对这段文字概括最恰当的是（）。|审计部门的职能范围有待拓宽 |审计工作发挥作用的前提是流程透明 |问责程序是审计工作发挥效用的保障 |公众对审计、问责机制的建议应受重视|C|文段主要讲述的是“审计清单之外还应该有一个问题清单”的原因，即问责程序的重要性。故选C。|||||||言语理解与表达|未完成||单选||0
189|54|2|随着社会环境的影响和对儿童阅读市场的认识不断加深，越来越多的作家自觉地思考读者定位，发挥自己的创作特长。从读者年龄段来说，有的作家专心致志地为幼儿写作，有的专门为小学低年级写作，还有的着力满足小学中高年级的阅读需求；从写作内容来说，有的作家专门为孩子写科幻故事，有的一心写冒险小说，有的则认真地为孩子写生活故事。对这段文字概括最准确的是（）。|儿童图书写作的目的性不断增强 |儿童图书作者的创作定位趋向精准|定位准确的儿童图书更适合儿童阅读|作家应结合自身特长与市场需求确定创作方向|B|文段先后列举了在儿童图书创作领域中，许多作家都能够针对不同的读者群体和写作内容进行定向创作，这正是体现了儿童图书作者的创作定位日趋精准，因此选B。|||||||言语理解与表达|未完成||单选||0
